country,year,sex,age,suicides_no,population,suicides/100k pop,country-year,HDI for year, gdp_for_year,gdp_per_capita,generation
Turkmenistan,1997,female,5-14 years,0,3716,0.29,Barbados1986,0.692,"1,556,321,742",5003,Generation Z
Panama,2008,male,55-74 years,55,41870,30.25,Netherlands1996,,"445,704,575,163",7571,Silent
Iceland,1994,female,5-14 years,14,820414,0.03,Iceland2004,,"13,722,824,251",26907,Millenials
Ireland,2001,female,15-24 years,0,278,0.52,Brazil1985,,"222,942,790,435",25451,Generation X
Croatia,1985,female,75+ years,7,278,0.61,Argentina1985,,"88,416,668,900",5231,Silent
Luxembourg,1998,male,15-24 years,8,215840,4.48,Luxembourg2007,,"50,888,134,410",55584,Generation X
Kyrgyzstan,2002,male,25-34 years,79,424113,74.05,Republic of Korea1988,,"196,964,195,387",1571,Millenials
Colombia,2010,female,5-14 years,0,389384,1.46,Chile2014,0.72,"260,584,090,571",5681,Millenials
Kazakhstan,2010,female,5-14 years,10,472957,0.76,Ukraine2003,0.703,"50,132,953,288",40400,Millenials
Thailand,2013,male,75+ years,623,6457134,23.96,Turkmenistan2000,0.909,"2,904,662,605",48998,Silent
Luxembourg,2012,male,5-14 years,2,413466,0.1,Luxembourg2014,0.726,"66,327,344,189",116959,Millenials
Japan,2013,male,35-54 years,62,536044,16.73,Poland2011,,"528,832,185,770",49344,Boomers
Serbia,1985,male,35-54 years,19,54448,11.24,Saint Vincent and Grenadines2015,,"756,666,667",4243,Boomers
Azerbaijan,2009,female,5-14 years,2,2394853,0.2,Austria2004,,"300,904,221,505",3533,Millenials
Jamaica,1998,male,5-14 years,0,59119,0.54,Kazakhstan2001,,"22,152,694,162",27338,Generation Z
Grenada,2006,male,5-14 years,6,33242,39.27,Grenada2008,,"825,977,889",29537,Silent
Grenada,2001,female,55-74 years,18,44855,3.64,Grenada2007,,"758,683,593",3094,Silent
Italy,1996,male,25-34 years,344,528773,45.28,Brazil2005,,"28,776,595,745",35699,Silent
Costa Rica,2003,male,55-74 years,11,359711,38.19,Argentina1989,,"76,636,898,036",2785,Silent
Uruguay,2003,female,25-34 years,62,482103,0.57,United Kingdom1987,,"745,162,608,269",2062,Generation X
Ecuador,1999,female,35-54 years,25,65637,2.84,Qatar2010,,"125,122,306,346",2071,Boomers
Czech Republic,2007,male,5-14 years,20,58019,92.99,Portugal1988,0.623,"48,187,667,853",1629,Generation X
Italy,1986,female,55-74 years,78,1219185,9.2,Japan1989,,"3,054,914,166,263",3754,Silent
Ireland,2009,female,75+ years,6,26135,4.72,Armenia2011,0.762,"10,142,111,334",26509,Silent
Malta,1996,female,75+ years,0,52226,0.13,Mexico1988,,"363,609,163,462",80995,Silent
Belize,1992,female,35-54 years,0,76645,7.28,Belize1999,0.728,"732,732,350",5515,Boomers
Jamaica,2013,female,5-14 years,0,104538,0.0,Armenia1998,0.756,"1,893,726,437",5830,Generation Z
South Africa,2000,male,25-34 years,77,1880110,5.22,Slovakia2014,,"100,948,236,941",3244,Generation X
United States,2000,female,5-14 years,27,5543412,0.39,Switzerland2005,,"408,689,353,999",4390,Generation Z
United Kingdom,1991,female,25-34 years,8,309863,3.36,Antigua and Barbuda2014,,"431,120,310,089",8002,Boomers
Republic of Korea,2002,female,35-54 years,335,504056,9.04,Guatemala1998,,"19,395,491,993",5505,Boomers
El Salvador,2014,female,75+ years,0,326586,0.89,Finland1987,0.808,"91,642,093,873",251,Silent
Canada,2001,female,15-24 years,736,3069872,14.08,New Zealand1986,,"30,604,668,357",25887,Generation X
Belarus,1987,female,75+ years,81,196152,51.36,Greece2004,,"240,521,260,988",4385,Silent
Kazakhstan,1994,male,55-74 years,8298,2683056,72.34,Russian Federation2003,,"430,347,770,732",25794,Silent
Poland,2000,male,75+ years,811,1275607,116.21,Denmark1994,,"156,162,311,732",30427,Silent
Ukraine,1985,male,35-54 years,32,283669,4.08,Sweden2003,,"331,108,912,605",3478,Boomers
Chile,1994,male,75+ years,340,3206202,13.2,Bulgaria1997,,"11,195,612,105",28475,G.I. Generation
Turkmenistan,2015,female,15-24 years,30,524155,3.73,Turkmenistan1987,0.701,"8,881,160,000",5829,Millenials
Saint Lucia,2006,male,35-54 years,0,278,0.0,Slovenia1999,,"22,689,994,990",7478,Generation X
Colombia,1986,female,55-74 years,0,135016,0.0,Costa Rica1989,0.831,"6,866,402,028",26165,G.I. Generation
Italy,2004,female,15-24 years,3,148605,0.0,Luxembourg1992,,"16,065,740,778",38892,Millenials
Nicaragua,2001,male,75+ years,21,142850,27.11,Slovenia1998,,"22,125,435,372",12239,Silent
Switzerland,2009,male,15-24 years,75,481243,8.98,Japan2005,,"74,827,400,000",50035,Millenials
Austria,2014,male,15-24 years,48,399237,23.09,Albania2001,0.771,"4,060,758,804",15503,Generation X
United Kingdom,2005,female,25-34 years,20,56979,89.81,Ukraine1988,,"74,703,517,903",33674,Generation X
Trinidad and Tobago,2001,male,15-24 years,90,139310,26.25,Albania1994,,"1,985,673,798",7461,Generation X
Sweden,2001,male,25-34 years,87,703241,4.1,Slovenia2010,,"48,013,606,745",38588,Millenials
Uruguay,2004,female,5-14 years,19,210114,0.32,Austria2006,0.83,"335,998,557,270",28264,Generation Z
Cuba,2010,female,75+ years,18,19669,0.5,El Salvador2008,,"17,986,886,200",9668,Silent
Turkmenistan,2006,male,25-34 years,5,239209,10.5,Denmark2003,,"218,095,997,085",7509,Millenials
Bahamas,1987,female,35-54 years,1193,1250237,4.41,Ukraine1997,,"50,150,399,792",374,Boomers
Croatia,1999,male,75+ years,11,3148305,73.69,Philippines2000,,"81,026,300,311",25595,Silent
Bulgaria,2010,female,35-54 years,411,1198988,6.89,Bulgaria1999,0.885,"13,495,075,366",4833,Boomers
United States,1998,female,5-14 years,4580,17917718,2.74,United States2005,,"13,093,726,000,000",2345,Millenials
Grenada,1996,male,55-74 years,1081,1332036,31.51,Australia1992,0.903,"324,878,105,053",28476,Generation X
Ecuador,2012,female,15-24 years,463,4174082,4.2,Ukraine2003,0.813,"50,132,953,288",19878,Millenials
Croatia,1998,female,75+ years,89,168085,7.07,Cuba2004,,"38,203,000,000",5577,Silent
Colombia,2015,female,55-74 years,421,2487343,11.29,Finland1990,,"141,517,648,888",5856,Silent
Suriname,1987,male,55-74 years,7,84144,16.17,Russian Federation1995,,"395,531,066,563",12389,Silent
Republic of Korea,1997,male,25-34 years,100,1540885,23.01,Kuwait2006,,"101,550,654,721",20198,Boomers
Italy,2001,female,55-74 years,8,710782,3.89,Japan1996,,"4,833,712,542,207",9933,Silent
Netherlands,2000,male,35-54 years,589,2595042,10.92,Mexico2014,,"1,169,622,672,463",52942,Boomers
Guatemala,1991,female,35-54 years,17,29725,0.38,Iceland1988,0.573,"6,016,168,896",22575,Boomers
Finland,1999,female,75+ years,18,278,0.2,Denmark2009,,"321,241,396,034",28948,Silent
United Kingdom,2013,male,35-54 years,19,328405,38.31,Sweden2002,0.774,"263,926,220,333",12051,Boomers
Russian Federation,2000,male,25-34 years,2537,2019379,79.92,Puerto Rico1985,,"20,289,200,000",27531,Generation X
Italy,2000,female,55-74 years,57,1171147,9.38,Antigua and Barbuda1989,,"438,794,778",24243,Silent
United States,2002,female,35-54 years,914,19666054,21.96,Uruguay1989,,"8,438,951,476",41297,Silent
Costa Rica,1993,female,55-74 years,9,10850,1.24,Cuba1999,,"28,364,615,242",7092,Boomers
Lithuania,2006,male,75+ years,83,351876,69.94,United Kingdom1996,,"1,408,781,591,264",1899,Silent
Saint Vincent and Grenadines,1995,male,15-24 years,0,278,0.0,Luxembourg2014,,"66,327,344,189",15979,Generation X
Chile,1986,male,25-34 years,96,2922870,3.91,Colombia1986,,"34,942,489,684",3100,Generation X
Grenada,1999,female,55-74 years,0,278,0.0,Suriname2007,,"2,936,612,022",5246,Silent
Bahamas,2014,male,15-24 years,79,1744244,2.55,United States1987,0.863,"4,870,217,000,000",27562,Millenials
Costa Rica,2005,female,75+ years,7,278,0.31,Belize1987,,"276,550,000",7245,Silent
Slovakia,1991,male,75+ years,56,321637,30.72,Singapore1994,0.653,"73,777,792,327",16056,Silent
Portugal,2001,female,35-54 years,2,824636,2.7,Mauritius1994,,"4,421,943,910",3902,Boomers
Romania,2009,female,5-14 years,36,1145505,0.48,Romania1995,0.594,"279,349,355,714",6932,Millenials
Switzerland,2008,female,35-54 years,70,356711,9.66,Switzerland2015,0.832,"679,289,166,858",6034,Generation X
Singapore,2002,male,25-34 years,7,113347,16.08,Italy2011,0.816,"2,276,292,404,601",48216,Generation X
Italy,1996,male,55-74 years,4,1009,1.8,Italy1985,,"450,725,816,043",12960,Boomers
Mauritius,2011,male,35-54 years,0,260426,3.56,Mauritius1998,0.67,"4,169,664,285",3116,Generation X
Saint Vincent and Grenadines,2005,female,35-54 years,0,278,0.0,Singapore2008,,"192,225,881,688",5964,Boomers
Finland,2012,female,35-54 years,60,632793,5.32,France1992,,"1,401,465,923,172",52165,Boomers
Thailand,1997,female,25-34 years,56,261762,1.63,Luxembourg1985,,"4,738,559,685",498,Generation X
Mauritius,2002,female,75+ years,0,278,3.41,Norway1995,,"152,027,402,450",9467,Silent
Italy,2002,female,55-74 years,62,544878,12.22,Ireland2006,,"232,085,535,065",50564,G.I. Generation
Costa Rica,1999,female,35-54 years,4,1132817,3.99,Cuba2012,,"73,141,000,000",23439,Silent
Switzerland,2010,female,75+ years,4,153997,14.64,Cuba2003,,"12,038,829,246",57114,Silent
Seychelles,1999,female,15-24 years,0,17198,0.32,Greece1993,,"108,809,058,859",6696,Millenials
Israel,1993,male,55-74 years,1058,424738,21.1,Kiribati1997,,"67,537,480",2606,G.I. Generation
South Africa,1987,male,5-14 years,25,3789441,0.57,Kazakhstan2013,,"236,634,552,078",2805,Generation X
Bulgaria,1998,female,35-54 years,106,1113926,4.34,Chile1992,0.672,"45,964,327,559",6689,Boomers
South Africa,2002,female,5-14 years,48,1203716,0.12,Bulgaria2003,0.777,"20,982,685,981",25165,Generation Z
Italy,2010,female,75+ years,710,3214540,11.62,Australia1991,,"325,358,292,128",7656,Silent
Australia,2011,female,55-74 years,3,401663,0.0,Bahrain1987,0.843,"3,392,021,011",12513,Silent
Brazil,1992,male,25-34 years,756,3405060,11.36,Barbados2009,,"4,434,050,000",3634,Generation X
Suriname,2010,female,25-34 years,0,73125,2.47,Suriname1987,,"979,850,000",29879,Generation X
Slovenia,1998,female,25-34 years,8,937348,5.63,Slovenia1998,,"22,125,435,372",5010,Generation X
Slovakia,2014,male,5-14 years,0,449671,0.5,Malta2001,0.836,"4,331,870,648",109675,Generation Z
Iceland,2013,female,5-14 years,0,18423,0.48,Iceland1997,,"7,548,912,105",21247,Millenials
Netherlands,2009,female,55-74 years,16,761314,0.8,Austria1997,,"212,790,348,405",22965,Silent
Chile,1985,female,15-24 years,6,48523,1.33,Iceland1989,0.672,"5,588,533,007",7768,Generation X
Malta,2015,male,25-34 years,292,117133,7.7,New Zealand1992,0.916,"41,636,005,955",57832,Generation X
Poland,1998,male,15-24 years,14,188423,0.37,Poland2013,,"524,234,322,597",2073,Millenials
Iceland,1996,male,35-54 years,128,939162,19.68,Iceland1992,,"6,976,080,331",31707,Boomers
Australia,1995,male,25-34 years,72,41438,3.71,Argentina2007,,"287,530,508,431",6111,Generation X
Finland,1999,male,25-34 years,82,18512841,20.05,Uruguay1990,,"9,298,839,655",32810,Generation X
Canada,2003,male,25-34 years,779,2684619,105.21,Iceland1997,,"7,548,912,105",25351,Generation X
Latvia,1999,male,15-24 years,21,1024142,16.68,Norway1990,0.829,"119,791,683,308",28165,Millenials
United States,2010,male,15-24 years,13,1167397,7.07,United Arab Emirates2006,0.915,"222,116,541,865",37021,Millenials
Thailand,2001,female,35-54 years,6,2971005,0.0,Antigua and Barbuda2012,,"1,211,411,704",17100,Boomers
Latvia,2007,female,15-24 years,3,18979190,6.27,Latvia1997,,"6,525,676,264",16114,Generation X
Austria,2008,male,15-24 years,24,1307167,6.59,Sweden2010,,"488,377,689,565",56421,Millenials
Lithuania,1987,male,55-74 years,30,278,80.08,Lithuania2001,,"2,297,128,039,058",6489,G.I. Generation
Uzbekistan,1991,female,25-34 years,75,358552,14.92,Czech Republic2004,0.689,"119,162,172,468",2877,Generation X
Slovakia,2011,female,55-74 years,37,738935,0.0,Saint Vincent and Grenadines1996,0.825,"331,489,704",7023,Silent
Lithuania,1992,male,35-54 years,22,278,0.15,Lithuania2006,,"26,125,575,942",26220,Boomers
Belgium,2011,male,15-24 years,1157,3939678,13.35,Belgium2007,0.897,"471,821,105,940",52118,Millenials
Canada,2007,female,25-34 years,1496,3096334,17.5,Colombia1996,0.808,"97,160,109,278",44881,Boomers
Croatia,1995,male,75+ years,98,325919,25.3,Albania2003,,"5,746,945,913",33276,G.I. Generation
Antigua and Barbuda,1992,female,5-14 years,10,271205,0.61,Aruba2010,,"2,467,703,911",15273,Silent
Suriname,1985,female,35-54 years,16,311272,4.22,Spain1999,,"633,194,118,900",7087,Generation X
Trinidad and Tobago,2001,female,25-34 years,15,391890,3.84,Trinidad and Tobago1990,,"5,068,000,000",11568,Generation X
Qatar,2003,male,5-14 years,44,889863,2.04,Albania1998,,"2,707,123,772",28038,Millenials
Finland,2006,female,5-14 years,3,71374,0.32,Singapore1987,,"20,897,630,201",10426,Millenials
Japan,2009,male,15-24 years,742,18032931,19.91,Kazakhstan1993,0.885,"23,409,027,476",37768,Millenials
Seychelles,2010,male,5-14 years,0,278,0.05,Seychelles2002,,"697,518,248",673,Silent
Chile,2013,female,5-14 years,16,1587967,0.0,Hungary2002,0.82,"49,297,773,130",9750,Millenials
Russian Federation,2006,female,5-14 years,3,606224,0.0,Romania2015,,"177,911,101,680",2347,Millenials
Poland,2010,male,35-54 years,17,602307,5.71,Romania1998,,"41,976,002,704",13236,Boomers
Republic of Korea,1999,male,75+ years,928,8545164,75.14,Republic of Korea2015,,"1,382,764,027,114",24669,G.I. Generation
Austria,1997,female,5-14 years,7,2649027,0.14,Canada1996,,"628,546,387,972",3231,Millenials
Saint Vincent and Grenadines,1999,male,15-24 years,5,278,36.19,Saint Vincent and Grenadines2005,,"550,728,667",3729,Generation X
Ukraine,1990,female,75+ years,337,2943014,60.62,Ukraine2014,,"133,503,411,376",1057,G.I. Generation
Estonia,2008,male,15-24 years,13,88405,3.41,Fiji2001,,"1,660,102,346",19519,Generation X
Japan,2010,male,25-34 years,9,82742,5.32,Puerto Rico2002,,"71,623,500,000",5848,Generation X
Saint Vincent and Grenadines,2005,male,35-54 years,7,108368,40.39,Seychelles2007,,"1,033,561,654",5184,Boomers
Switzerland,2016,female,75+ years,59,468741,0.88,Sweden2009,,"429,657,033,108",5402,Silent
Spain,1995,male,35-54 years,1478,2471224,4.63,Luxembourg1986,,"6,921,264,132",24817,Boomers
New Zealand,2014,female,5-14 years,0,619877,0.0,Mexico2015,0.911,"1,169,622,672,463",8645,Generation Z
Uzbekistan,1986,male,15-24 years,26,443126,7.13,El Salvador2008,,"45,915,191,189",7420,Generation X
Croatia,2013,female,5-14 years,11,887974,4.71,Cuba1992,,"22,085,858,243",5577,Millenials
Saint Lucia,1990,female,35-54 years,16,14584,3.54,Republic of Korea2002,,"54,368,083,953",5200,Boomers
Argentina,2004,female,5-14 years,4,279114,0.18,Switzerland2005,0.772,"408,689,353,999",2376,Generation Z
Israel,2001,male,15-24 years,15,66692,0.5,Luxembourg1993,,"16,486,900,187",10563,Millenials
Costa Rica,1998,female,5-14 years,0,464454,0.0,Ecuador2001,,"24,468,324,000",8035,Millenials
Chile,1996,female,15-24 years,15,772687,3.19,Colombia1988,,"39,212,550,050",3360,Millenials
France,2007,male,25-34 years,43,368637,48.43,Portugal1993,,"95,019,103,603",7257,Millenials
Grenada,1985,male,35-54 years,13,32070,1.12,Grenada2009,,"771,278,111",5299,Boomers
Switzerland,2000,male,25-34 years,318,521567,19.23,United Kingdom2006,,"2,692,612,695,492",4183,Boomers
Cuba,1986,female,75+ years,7,278,0.66,Ireland1999,,"98,691,849,563",14764,G.I. Generation
Luxembourg,1985,male,5-14 years,0,278,0.31,Luxembourg1989,,"10,391,504,709",10570,G.I. Generation
Latvia,2012,female,55-74 years,0,94276,0.31,Lithuania2006,0.831,"30,216,060,233",30140,Silent
Slovakia,2010,male,25-34 years,7195,1597759,14.43,Latvia1996,,"5,970,044,666",27324,Boomers
Latvia,2013,female,25-34 years,0,1119777,4.14,Lithuania2012,0.76,"42,848,195,256",80454,Millenials
Turkey,2011,male,15-24 years,6,70060,2.01,Kyrgyzstan2002,0.671,"1,605,640,633",6112,Generation X
Barbados,2002,female,35-54 years,1,24086,4.54,Ireland1985,0.776,"21,295,486,383",7341,Boomers
Romania,1990,male,55-74 years,93,27506,40.34,Republic of Korea2012,,"1,222,807,284,485",1650,Silent
Cuba,1989,male,35-54 years,814,3224639,8.61,Cuba2009,,"62,080,000,000",4433,Boomers
Panama,1997,male,75+ years,67,195026,81.99,Russian Federation2009,,"1,222,643,696,992",1943,Silent
Russian Federation,2013,female,5-14 years,9,228169,0.42,El Salvador1995,,"8,921,947,100",3409,Millenials
Italy,2001,female,55-74 years,1644,10058048,80.59,Kazakhstan1994,,"2,800,024,314",26978,G.I. Generation
Hungary,2013,female,35-54 years,11,497335,12.62,Hungary1992,0.777,"38,724,945,368",27583,Boomers
Germany,2012,female,75+ years,7,278,21.05,Saint Vincent and Grenadines2015,0.902,"39,460,357,731",47349,Silent
Panama,2005,male,25-34 years,0,278,13.97,Singapore2000,,"95,833,932,715",23706,Generation X
Saint Lucia,2011,male,5-14 years,0,278,0.0,Luxembourg2010,0.904,"53,212,476,812",95259,Generation Z
Azerbaijan,1994,female,25-34 years,0,376082,0.0,Barbados1995,,"2,261,969,870",3705,Generation X
Belarus,2002,male,75+ years,0,299766,5.55,Brazil1986,,"268,137,224,730",22092,Boomers
Kyrgyzstan,1997,female,5-14 years,0,29241,0.8,Luxembourg2007,,"50,888,134,410",251,Generation X
Norway,1995,male,75+ years,130,319781,30.3,Japan1991,,"3,584,420,077,101",27165,Silent
Colombia,1987,female,15-24 years,92,1094306,6.2,Colombia2010,0.633,"287,018,184,638",2244,Millenials
Bulgaria,1986,female,75+ years,2,62240,3.8,Grenada1992,,"310,160,444",6935,Silent
Thailand,2003,male,5-14 years,267,1507011,0.0,Turkmenistan1992,,"3,200,539,816",6663,Generation Z
Bulgaria,1988,female,5-14 years,10,390942,0.0,Belarus1994,0.667,"14,932,024,169",2898,Generation Z
Canada,1996,female,25-34 years,0,206647,0.72,Albania2009,,"12,044,212,904",24091,Generation X
Singapore,2004,female,35-54 years,0,105638,0.07,Norway1987,,"94,230,055,659",7093,Boomers
Austria,2002,female,75+ years,7,179360,44.89,United Kingdom1994,0.827,"41,883,241,472",21928,Silent
Antigua and Barbuda,1997,male,25-34 years,14,2678766,4.36,El Salvador1997,,"10,221,705,900",12830,Boomers
Poland,2014,male,5-14 years,0,278,0.15,Singapore2002,0.83,"95,833,932,715",13648,Generation Z
Australia,2000,female,25-34 years,0,178672,0.45,Malta2005,,"6,394,851,387",10199,Generation X
Greece,2005,female,35-54 years,83,1124077,11.94,Hungary2006,,"115,295,199,392",33053,Boomers
Paraguay,1986,male,35-54 years,71,505360,6.49,Israel1988,,"50,078,767,903",357,Boomers
Singapore,2013,female,25-34 years,66,486221,8.51,Slovakia2006,0.886,"70,596,729,394",58805,Generation X
Azerbaijan,1993,female,25-34 years,0,228263,3.95,Norway1995,,"152,027,402,450",2205,Generation X
Austria,2002,female,25-34 years,11,2387003,4.58,Albania1997,,"2,359,903,108",29701,Millenials
Bulgaria,2002,male,15-24 years,304,1118535,26.49,Bulgaria1989,0.649,"11,195,612,105",2396,Generation X
Cuba,2010,male,15-24 years,17,5772973,11.01,Georgia2012,,"15,846,474,596",6351,Millenials
Netherlands,1997,female,25-34 years,96,1025730,12.08,Canada2011,,"1,788,647,906,048",24773,Boomers
Singapore,1986,female,75+ years,15,278,0.47,Greece1998,,"144,428,172,835",5872,G.I. Generation
Belize,1991,male,25-34 years,203,769471,11.05,Chile2010,,"218,537,551,220",2473,Generation X
Spain,1986,female,25-34 years,46,3235813,6.41,Suriname1992,,"404,600,000",6194,Boomers
Bahrain,1996,male,5-14 years,6,1550877,0.0,Colombia1994,,"81,703,500,846",28000,Millenials
Malta,1990,female,15-24 years,0,278,0.2,Grenada2013,0.777,"842,620,111",6530,Generation X
El Salvador,2002,female,75+ years,818,876008,90.09,Guyana2011,,"2,576,024,116",16024,Silent
Trinidad and Tobago,1997,female,25-34 years,14,1081232,2.41,Italy2003,0.697,"1,569,649,661,400",1678,Generation X
Israel,2007,female,15-24 years,14,635771,0.18,Poland2000,,"171,885,598,583",15145,Generation Z
Bulgaria,2006,female,75+ years,5,245885,3.84,France1999,,"1,492,647,560,196",6634,Silent
Italy,2000,female,55-74 years,179,2814624,1.58,Antigua and Barbuda1985,,"240,923,926",9239,Silent
